"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","92/1437","321/11448",0.286604361370716,2.28326146762141,8.83515394071154,4.60147635694601e-15,6.31322556172993e-12,5.37161818931908e-12,"TIMP2/CTSB/MMP2/PECAM1/THBS1/SERPINE1/ICAM1/CD44/MMP14/FGF2/ACTB/VCAN/ADAM12/SGCD/ITGA2/SH3PXD2A/MUSK/COL15A1/EFEMP1/TNC/SNTB1/FN1/PLEC/MMP19/BMP1/COL1A1/COL4A5/NID2/NTN4/LAMC2/ACTC1/NID1/FBN2/EMILIN1/CTSD/ITGAV/COL16A1/TLL2/COL6A2/CAPN15/COL28A1/ACTG1/ADAMTS1/PRKCA/BMP2/ADAMTS3/EMILIN3/SPP1/SGCG/ITGA5/TGFB1/ITGAM/LAMC1/CAPN7/TLL1/LAMA2/COL5A3/COL6A1/COMP/LAMB2/COL1A2/MMP16/ITGB1/SPARC/LTBP3/JAM2/BGN/COL8A1/LTBP4/SGCE/VCAM1/COL10A1/MMP24/DTNA/DDR2/LOXL2/DCN/P4HA1/ITGA6/NCAM1/ADAMTS2/PDGFA/ITGB8/TIMP1/TNXB/COL4A3/ACTN1/PLOD1/EMILIN2/HAPLN1/SDC3/KLKB1",92
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","43/1437","111/11448",0.387387387387387,3.08615922812165,8.36749312436269,2.07620073927215e-12,1.42427370714069e-09,1.21184558939622e-09,"MMP2/VEGFA/CCL2/HGF/ICAM1/IL4R/FGF2/FOS/CDKN1A/VIM/TNFRSF1B/HIF1A/ANXA1/SOCS3/FN1/JUNB/JAK3/PIM1/PTGS2/RHOU/IL13RA1/MCL1/STAT3/IL6/HSP90B1/RORA/ZEB1/MYC/IL18/TGFB1/ITGAM/ALOX5/COL1A2/ITGB1/JAK2/VCAM1/JAK1/PIK3R1/LIF/CD36/TIMP1/TYK2/POU2F1",43
"REACTOME_RHO_GTPASE_CYCLE","REACTOME_RHO_GTPASE_CYCLE","106/1437","450/11448",0.235555555555556,1.87657620041754,7.1874455748067,3.80238832929554e-11,1.73895892926449e-08,1.47959602006623e-08,"IL32/DOCK5/PREX2/OPHN1/STK10/IQGAP2/ACTB/VIM/TRIO/SH3PXD2A/DOCK10/DBN1/TPM4/MYO9B/DOCK9/AKAP12/RHOU/WASF3/SPATA13/PCDH7/TJP2/RHOJ/ACTC1/TPM3/PDE5A/PLXNA1/PLD1/RND3/SRGAP1/TFRC/NCKAP1L/PLXNB1/PREX1/ACTG1/RASAL2/ARHGAP24/CSK/RHOC/PLEKHG1/ARHGEF10/ARAP2/ABR/FMNL2/GARRE1/PEAK1/SRGAP2/DOCK8/ARHGEF28/JUP/RTKN/FAM135A/ABL2/ITGB1/HSP90AB1/ARHGEF1/SLC4A7/NDUFA5/SPTAN1/GOLGA3/EPSTI1/WDR6/ARHGEF10L/ARHGDIA/BCAP31/RAPGEF1/ARHGEF40/RASGRF2/VAV2/PICALM/LETM1/CIT/DIAPH1/CAPZB/ARHGAP28/WWP2/PIK3R1/ARHGAP30/ITSN1/MCF2L/RHOB/PLEKHG2/CDC42BPB/NHS/IQGAP1/SOS1/NCF2/JAG1/TRIP10/FAM13A/DEF6/ARHGEF6/MCAM/CDC37/FERMT2/ABI2/KALRN/BAIAP2/CCT6A/DOCK4/CCP110/DOCK11/ACTN1/PKN2/ARHGEF7/STAM/NISCH",106
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","33/1437","80/11448",0.4125,3.28622129436326,7.7742181195636,1.06850241517629e-10,3.66496328405466e-08,3.11833994323816e-08,"THBS1/FGF2/ACTB/SGCD/ITGA2/TNC/SNTB1/FN1/COL1A1/COL4A5/NTN4/LAMC2/ACTC1/ITGAV/ACTG1/PRKCA/SGCG/TGFB1/LAMC1/LAMA2/COL5A3/LAMB2/COL1A2/ITGB1/SGCE/COL10A1/DTNA/DDR2/ITGA6/PDGFA/COL4A3/ACTN1/SDC3",33
"REACTOME_SIGNALING_BY_VEGF","REACTOME_SIGNALING_BY_VEGF","37/1437","106/11448",0.349056603773585,2.78079331941545,6.97842031416556,2.25823315735693e-09,6.19659178378742e-07,5.27238015054492e-07,"CTNNB1/AXL/VEGFC/VEGFA/ACTB/NRP1/MAPKAPK2/PXN/PGF/PRR5/ITPR1/NRP2/WASF3/SPHK1/PRKACB/SHB/ITGAV/RICTOR/MAPK12/NCKAP1L/VEGFD/ACTG1/RASA1/PRKCA/BCAR1/JUP/AKT3/PDPK1/CRK/HSPB1/VAV2/ITPR3/PIK3R1/NCF2/ABI2/BAIAP2/HRAS",37
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS","REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS","13/1437","18/11448",0.722222222222222,5.75365344467641,7.6467369280984,8.49471936380172e-09,1.94245916118933e-06,1.6527445218344e-06,"ACTB/PXN/FLNA/FBLIM1/LIMS1/VASP/ACTG1/TESK1/PARVB/ITGB1/ARHGEF6/FERMT2/ACTN1",13
"REACTOME_SIGNALING_BY_INTERLEUKINS","REACTOME_SIGNALING_BY_INTERLEUKINS","100/1437","461/11448",0.216919739696312,1.72811216426123,6.04567339914795,1.53891288804553e-08,3.01626926056925e-06,2.5663975832218e-06,"JUN/IL6ST/HMGB1/TNFRSF1A/MMP2/VEGFA/CCL2/HGF/IL32/ICAM1/RPS6KA5/IL15/IL4R/IL1RAPL1/FGF2/FOS/CSF1/CDKN1A/VIM/MIF/TNFRSF1B/LCP1/HIF1A/CXCL1/MAPKAPK2/ANXA1/STAT5B/MAP3K8/SOCS3/OSMR/FN1/IL1R1/UBC/JUNB/JAK3/PIM1/MAP2K3/PTGS2/NLRC5/RHOU/CXCL2/IL13RA1/PSMA1/MCL1/NFKB2/STAT3/IL6/HSP90B1/RORA/ZEB1/CNN2/MYC/PTPN2/IL18/CFL1/IRAK2/ANXA2/TXLNA/TAB2/CRLF1/TGFB1/ITGAM/SHC1/SEM1/MEF2C/IRS1/IL1RAP/ALOX5/COL1A2/ITGB1/JAK2/MAPK10/IRAK1/NFKBIA/CRK/PSMD14/RAPGEF1/SMARCA4/VCAM1/RELA/PITPNA/SOD2/CNTFR/JAK1/IL7/IL27RA/CBL/PIK3R1/LIF/STAT2/PTPN4/HCK/SOS1/CD36/IL11RA/TIMP1/PELI1/TYK2/INPP5D/POU2F1",100
"REACTOME_RAC1_GTPASE_CYCLE","REACTOME_RAC1_GTPASE_CYCLE","51/1437","184/11448",0.277173913043478,2.20813288554053,6.25911298849483,2.14684461254233e-08,3.68183851051009e-06,3.1326982569861e-06,"DOCK5/PREX2/OPHN1/IQGAP2/TRIO/DOCK10/MYO9B/DOCK9/WASF3/SPATA13/PLD1/SRGAP1/TFRC/NCKAP1L/PREX1/ARHGAP24/PLEKHG1/ARHGEF10/ARAP2/ABR/GARRE1/SRGAP2/DOCK8/ABL2/ITGB1/ARHGDIA/RASGRF2/VAV2/CIT/PIK3R1/ARHGAP30/MCF2L/PLEKHG2/NHS/IQGAP1/SOS1/NCF2/JAG1/FAM13A/DEF6/ARHGEF6/MCAM/FERMT2/ABI2/KALRN/BAIAP2/DOCK4/DOCK11/PKN2/ARHGEF7/NISCH",51
"REACTOME_SYNDECAN_INTERACTIONS","REACTOME_SYNDECAN_INTERACTIONS","15/1437","27/11448",0.555555555555556,4.4258872651357,6.75209242978282,1.11895306665765e-07,1.70578178606032e-05,1.45136719406237e-05,"THBS1/FGF2/ITGA2/TNC/FN1/COL1A1/ITGAV/PRKCA/TGFB1/COL5A3/COL1A2/ITGB1/ITGA6/ACTN1/SDC3",15
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","63/1437","261/11448",0.241379310344828,1.92297170830034,5.71461949331117,1.51157361551107e-07,2.07387900048119e-05,1.76456330484398e-05,"IGF1/VEGFC/VEGFA/PECAM1/HGF/THBS1/SERPINE1/CD9/ACTN4/FN1/ITPR1/COL1A1/FLNA/LHFPL2/PCDH7/DGKB/PSAP/VCL/PDPN/BRPF3/CHID1/APBB1IP/VEGFD/DGKG/CFL1/PRKCA/GNG2/WDR1/CSK/BCAR1/GAS6/TGFB1/DGKH/SHC1/DGKE/IGF2/MGLL/COL1A2/GNB1/SPARC/PDPK1/CRK/EGF/PFN1/TTN/VAV2/ITPR3/PIK3R1/ISLR/RHOB/PTPN1/SOS1/CD36/PDGFA/RARRES2/DGKZ/LAMP2/TIMP1/GNG7/ACTN1/GNAI2/PIK3R5/ANXA5",63
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS","37/1437","124/11448",0.298387096774194,2.37712977304869,5.84145821837858,2.45911481797753e-07,3.06718684569561e-05,2.60972089295414e-05,"PAPPA/IGF1/IGFBP4/IGFBP7/MMP2/C3/CCN1/FAM20C/IGFBP5/CSF1/VCAN/FSTL1/IGFBP2/IGFBP3/TNC/FN1/APOL1/CHRDL1/IGFBP6/IL6/HSP90B1/SPARCL1/GPC3/SPP1/GAS6/LAMC1/LAMB2/IGF2/CDH2/NUCB1/SHISA5/PRKCSH/FAM20A/FSTL3/MFGE8/TIMP1/RCN1",37
"REACTOME_SIGNALING_BY_MET","REACTOME_SIGNALING_BY_MET","27/1437","79/11448",0.341772151898734,2.72276102639994,5.82120569371831,5.33366376567248e-07,6.09815557208553e-05,5.18862554046559e-05,"HGF/ITGA2/FN1/UBC/COL1A1/PTPRJ/LRIG1/LAMC2/STAT3/GAB1/PTPN2/LAMC1/SHC1/LAMA2/COL5A3/LAMB2/COL1A2/ITGB1/CRK/RAPGEF1/CBL/PIK3R1/PTPN1/SOS1/EPS15/HRAS/STAM",27
"REACTOME_SIGNALING_BY_EGFR","REACTOME_SIGNALING_BY_EGFR","21/1437","53/11448",0.39622641509434,3.15657620041754,5.96185038356771,5.98414575061732e-07,6.31557536142074e-05,5.37361752018996e-05,"ADAM12/AREG/PXN/UBC/LRIG1/GAB1/SPRY1/CSK/EGFR/SHC1/PTPRK/EGF/CBL/PIK3R1/EPN1/SOS1/SPRY2/EPS15/HRAS/ARHGEF7/STAM",21
"REACTOME_ECM_PROTEOGLYCANS","REACTOME_ECM_PROTEOGLYCANS","26/1437","76/11448",0.342105263157895,2.72541478958356,5.71764756165716,8.44536276937412e-07,8.27645551398663e-05,7.04203557235782e-05,"SERPINE1/VCAN/ITGA2/MUSK/TNC/FN1/COL1A1/COL4A5/ITGAV/COL6A2/TGFB1/LAMC1/LAMA2/COL5A3/COL6A1/COMP/LAMB2/COL1A2/ITGB1/SPARC/BGN/DCN/NCAM1/TNXB/COL4A3/HAPLN1",26
"REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING","REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING","13/1437","24/11448",0.541666666666667,4.31524008350731,6.1595218918232,1.18830966138737e-06,0.000108690723694899,9.24796782090245e-05,"IL6ST/SOCS3/OSMR/STAT3/IL6/CRLF1/JAK2/CNTFR/JAK1/CBL/LIF/IL11RA/TYK2",13
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","92/1437","454/11448",0.202643171806167,1.61437650023452,5.06081137331948,1.47535886623973e-06,0.000126512022780057,0.000107642959385517,"CTNNB1/JUN/FGF7/HGF/NRG1/CDK8/NTRK2/LMNA/FGF2/HEYL/ACTB/CDKN1A/MAMLD1/KITLG/AREG/STAT5B/PRR5/HDAC9/TPM4/FN1/NR4A1/UBC/JUNB/HDAC7/CPSF6/PIM1/RB1/PSMA1/MCL1/ERBB4/TPM3/VCL/FGF1/STAT3/MYO18A/MAP2K2/RICTOR/MYC/NOTCH1/GAB1/APBB1IP/ETV6/ACTG1/MYH9/MDM2/CSK/EGFR/TGFB1/LRRFIP1/QKI/SHC1/SEM1/IRS1/AKT3/NCOR2/JAK2/SPRED3/PDPK1/MIB1/ZC3HAV1/KSR1/CLIP1/NPM1/EGF/RRBP1/KAT2B/PSMD14/KLC1/FGFR1/POLR2I/RANBP2/CBL/PIK3R1/DNMT1/MPRIP/DCTN1/PTEN/IQGAP1/SOS1/JAG1/CDC37/TNKS2/PDGFA/GSK3B/KANK1/FKBP1A/TYK2/HRAS/HDAC10/PIK3R5/AGO2/HEY1",92
"REACTOME_RHOC_GTPASE_CYCLE","REACTOME_RHOC_GTPASE_CYCLE","25/1437","74/11448",0.337837837837838,2.69141793150144,5.53026157135251,1.78200599286222e-06,0.000141873909809968,0.000120713645833401,"OPHN1/STK10/MYO9B/TJP2/TFRC/PREX1/RHOC/ARHGEF10/ABR/FMNL2/ARHGEF28/JUP/RTKN/ARHGEF1/ARHGEF10L/ARHGDIA/ARHGEF40/VAV2/CIT/DIAPH1/PIK3R1/MCF2L/IQGAP1/MCAM/PKN2",25
"REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI","REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI","31/1437","103/11448",0.300970873786408,2.39771368344245,5.39846231333037,1.86131951645731e-06,0.000141873909809968,0.000120713645833401,"CTNNB1/PECAM1/MMP14/PRR5/FN1/PIEZO1/ADCY2/VCL/PRKACB/ITGAV/RICTOR/PANX1/CACNB2/ANXA2/GNG2/SPP1/ITGA5/ADCY3/CACNB1/ITGB1/GNB1/PDPK1/NFKBIA/RELA/ADCY4/PRKAR1B/PDE4D/PTPN1/GNG7/PKN2/CALCRL",31
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","27/1437","85/11448",0.317647058823529,2.53056613041876,5.36599857488259,2.71080548753889e-06,0.000195748690994913,0.000166553090619425,"PECAM1/THBS1/ICAM1/CD44/ITGA2/TNC/FN1/COL1A1/COL4A5/ITGAV/COL16A1/COL6A2/SPP1/ITGA5/ITGAM/COL5A3/COL6A1/COMP/COL1A2/ITGB1/JAM2/COL8A1/VCAM1/COL10A1/ITGA6/ITGB8/COL4A3",27
"REACTOME_SIGNALING_BY_PDGF","REACTOME_SIGNALING_BY_PDGF","21/1437","58/11448",0.362068965517241,2.88445756245051,5.45097250232988,3.37167139269219e-06,0.000231296657538684,0.000196799135499771,"THBS1/PLAT/THBS2/STAT5B/COL4A5/STAT3/COL6A2/RASA1/BCAR1/SPP1/COL5A3/COL6A1/THBS3/CRK/RAPGEF1/PIK3R1/SOS1/PDGFD/PDGFA/COL4A3/HRAS",21
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","36/1437","132/11448",0.272727272727273,2.17270829379389,5.13411967377557,3.76520754804611e-06,0.000245993559805679,0.000209304018585621,"IGF1/VEGFC/VEGFA/PECAM1/HGF/THBS1/SERPINE1/CD9/ACTN4/FN1/FLNA/LHFPL2/PCDH7/PSAP/VCL/BRPF3/CHID1/VEGFD/CFL1/PRKCA/WDR1/GAS6/TGFB1/IGF2/SPARC/EGF/PFN1/TTN/ISLR/CD36/PDGFA/RARRES2/LAMP2/TIMP1/ACTN1/ANXA5",36
"REACTOME_RHOA_GTPASE_CYCLE","REACTOME_RHOA_GTPASE_CYCLE","39/1437","149/11448",0.261744966442953,2.08521668464783,5.05155501203101,4.5085491554946e-06,0.000281169520060845,0.000239233541313086,"PREX2/OPHN1/STK10/TRIO/MYO9B/PCDH7/TJP2/ACTC1/PLD1/SRGAP1/TFRC/PREX1/ARHGAP24/ARHGEF10/ARAP2/ABR/ARHGEF28/JUP/RTKN/ARHGEF1/ARHGEF10L/ARHGDIA/BCAP31/ARHGEF40/RASGRF2/VAV2/CIT/DIAPH1/ARHGAP28/PIK3R1/ARHGAP30/MCF2L/IQGAP1/FAM13A/DEF6/MCAM/KALRN/PKN2/ARHGEF7",39
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_CELLS","REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_CELLS","11/1437","20/11448",0.55,4.38162839248434,5.73444323430608,6.6676661560155e-06,0.000397740781132751,0.00033841838750669,"CD44/VIM/AREG/MME/ALDH1A3/CNN1/EGFR/ITGB1/EGF/ITGA6/ALDH1A1",11
"REACTOME_INTERLEUKIN_6_SIGNALING","REACTOME_INTERLEUKIN_6_SIGNALING","8/1437","11/11448",0.727272727272727,5.79388878345037,6.0264801600776,7.02725960396114e-06,0.000401725007359779,0.000341808372841794,"IL6ST/SOCS3/STAT3/IL6/JAK2/JAK1/CBL/TYK2",8
"REACTOME_RHOB_GTPASE_CYCLE","REACTOME_RHOB_GTPASE_CYCLE","23/1437","70/11448",0.328571428571429,2.61759618252311,5.14306085842252,7.7959849219065e-06,0.000427843652514229,0.000364031464353445,"OPHN1/STK10/MYO9B/PCDH7/TJP2/ACTC1/TFRC/PREX1/ARHGEF10/ABR/ARHGEF28/JUP/RTKN/ARHGEF1/ARHGEF10L/VAV2/CIT/DIAPH1/PIK3R1/MCF2L/RHOB/MCAM/PKN2",23
"REACTOME_MUSCLE_CONTRACTION","REACTOME_MUSCLE_CONTRACTION","47/1437","203/11448",0.231527093596059,1.84448306714522,4.5993316797645,1.83352247622011e-05,0.000943762665841416,0.000803001992034779,"KCND2/SCN7A/SLC8A1/VIM/PXN/CORIN/ANXA1/LMOD1/TPM4/ITPR1/MME/ACTC1/HIPK2/TPM3/VCL/PDE5A/TNNI3/ATP1B3/FGF12/CACNB2/KCNIP1/TRDN/ANXA2/MYL2/ATP2B4/FXYD6/MYL6/TMOD2/GUCY1A1/MYL9/KCNE1/KCNJ14/CACNB1/TNNC1/KAT2B/CASQ2/TRPC1/TTN/ITPR3/ATP1B1/PLN/ATP2A3/ANXA6/NKX2-5/DMPK/SORBS1/FXYD2",47
"REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII","REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII","9/1437","15/11448",0.6,4.77995824634656,5.54993664123537,1.85725889050424e-05,0.000943762665841416,0.000803001992034779,"GAB1/EGFR/SHC1/EGF/CBL/PIK3R1/SOS1/CDC37/HRAS",9
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION","13/1437","30/11448",0.433333333333333,3.45219206680585,5.09513371422536,2.74661191776487e-05,0.00131354853416003,0.00111763489671895,"MBD3/PPARGC1A/PPARG/CHD3/ZNF423/DIO2/NCOA1/COX7A1/EBF2/GATAD2A/PRDM16/RXRA/CHD4",13
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS","REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS","24/1437","80/11448",0.3,2.38997912317328,4.72657695553414,2.80667140523127e-05,0.00131354853416003,0.00111763489671895,"TRIO/PLXNB1/PREX1/GNG2/RHOC/ARHGEF10/ABR/ADRA1B/GNB1/ARHGEF1/ARHGEF10L/ARHGEF40/RASGRF2/VAV2/ITSN1/MCF2L/RHOB/ADRA1A/PLEKHG2/SOS1/ARHGEF6/KALRN/GNG7/ARHGEF7",24
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","63/1437","303/11448",0.207920792079208,1.65642117447653,4.38732043010416,2.96586473983966e-05,0.00131354853416003,0.00111763489671895,"JUN/FGF7/HGF/NRG1/NTRK2/FGF2/PREX2/EGR1/CDKN1A/MECOM/KITLG/AREG/PRR5/SGK1/ITPR1/NR4A1/PIP5K1C/UBC/HDAC7/PIP5K1B/PSMA1/ADCY2/ERBB4/MBD3/PRKACB/FGF1/PHC3/FRK/PPARG/RICTOR/KPNA2/NBEA/GAB1/CHD3/PHC2/PRKCA/IER3/MDM2/EGFR/SEM1/ADCY3/IRS1/IL1RAP/AKT3/PDPK1/IRAK1/EGF/PSMD14/FGFR1/ADCY4/RCOR1/PRKAR1B/ITPR3/WWP2/PIK3R1/GATAD2A/PTEN/TNKS2/PDGFA/GSK3B/PIK3R5/AGO2/CHD4",63
"REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS","REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS","10/1437","19/11448",0.526315789473684,4.19294583012856,5.2771535307038,2.96793036144031e-05,0.00131354853416003,0.00111763489671895,"UBC/GAB1/EGFR/SHC1/EGF/CBL/PIK3R1/SOS1/CDC37/HRAS",10
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","39/1437","161/11448",0.24223602484472,1.92979680753122,4.50139600306918,3.16814937954732e-05,0.00135834404648091,0.00115574923089407,"TIMP2/ACVR1B/SERPINE1/CDK8/MMP14/FGF2/FSTL1/UBC/JUNB/SKI/CHRDL1/TCF4/ITGAV/MYC/BMP2/BAMBI/TGFB1/SMAD6/RARA/COL1A2/NCOR2/MMP16/ITGB1/PMEPA1/LTBP3/LTBP4/CBL/BMPR2/GIPC1/TCF3/FSTL3/ITGB8/CDKN2B/TIMP1/FKBP1A/RXRA/PPM1A/AGO2/CCNT2",39
"REACTOME_SIGNALING_BY_NTRKS","REACTOME_SIGNALING_BY_NTRKS","34/1437","134/11448",0.253731343283582,2.02137537780825,4.50573028309021,3.64827477474859e-05,0.00151679787604699,0.00129056992829224,"RPS6KA5/NTRK2/FOS/EGR1/EGR3/MAPKAPK2/SGK1/AP2A2/JUNB/FOSB/ID4/FOSL1/AP2A1/NTRK1/JUND/STAT3/F3/MAP2K2/MAPK12/GAB1/EGR2/BAX/SHC1/MEF2C/IRS1/CRK/TRIB1/RAPGEF1/DNM1/PIK3R1/SOS1/PCSK5/HRAS/CHD4",34
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","35/1437","140/11448",0.25,1.99164926931106,4.47264788301814,3.9410868828863e-05,0.00159034447156471,0.00135314716814889,"TIMP2/CTSB/MMP2/CD44/MMP14/COL15A1/FN1/MMP19/BMP1/COL1A1/COL4A5/LAMC2/NID1/FBN2/CTSD/COL16A1/TLL2/COL6A2/CAPN15/ADAMTS1/SPP1/LAMC1/CAPN7/TLL1/COL5A3/COL6A1/COL1A2/MMP16/COL8A1/COL10A1/MMP24/DCN/TIMP1/COL4A3/KLKB1",35
"REACTOME_INTERLEUKIN_10_SIGNALING","REACTOME_INTERLEUKIN_10_SIGNALING","16/1437","45/11448",0.355555555555556,2.83256784968685,4.66651055640511,6.33512895584352e-05,0.00248337055069066,0.00211297985324224,"TNFRSF1A/CCL2/ICAM1/CSF1/TNFRSF1B/CXCL1/IL1R1/PTGS2/CXCL2/STAT3/IL6/IL18/JAK1/LIF/TIMP1/TYK2",16
"REACTOME_CDC42_GTPASE_CYCLE","REACTOME_CDC42_GTPASE_CYCLE","37/1437","155/11448",0.238709677419355,1.90170381843895,4.28213730429628,6.9879111731275e-05,0.00264115157060359,0.00224722808945787,"PREX2/OPHN1/IQGAP2/TRIO/SH3PXD2A/DOCK10/MYO9B/DOCK9/SPATA13/PLD1/SRGAP1/TFRC/PREX1/ARHGAP24/PLEKHG1/ARHGEF10/ARAP2/ABR/FMNL2/SRGAP2/DOCK8/JUP/ARHGDIA/RASGRF2/VAV2/PIK3R1/ARHGAP30/ITSN1/MCF2L/PLEKHG2/CDC42BPB/IQGAP1/DEF6/ARHGEF6/BAIAP2/DOCK11/ARHGEF7",37
"REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS","REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS","9/1437","17/11448",0.529411764705882,4.21761021736461,5.02980647288954,7.12263907524293e-05,0.00264115157060359,0.00224722808945787,"IL6ST/OSMR/CRLF1/JAK2/CNTFR/JAK1/LIF/IL11RA/TYK2",9
"REACTOME_SIGNALING_BY_EGFR_IN_CANCER","REACTOME_SIGNALING_BY_EGFR_IN_CANCER","11/1437","25/11448",0.44,3.50530271398747,4.75089705071922,9.70712744407889e-05,0.0035047839087569,0.0029820510624608,"AREG/UBC/GAB1/EGFR/SHC1/EGF/CBL/PIK3R1/SOS1/CDC37/HRAS",11
"REACTOME_INTERLEUKIN_27_SIGNALING","REACTOME_INTERLEUKIN_27_SIGNALING","7/1437","11/11448",0.636363636363636,5.06965268551907,5.11603048705586,0.000100797681998548,0.00354601076158996,0.00301712899693361,"IL6ST/STAT3/CRLF1/JAK2/JAK1/IL27RA/TYK2",7
