"gene_symbol","ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","in_ECM","in_VEGF","in_IGF","in_NFKB","in_EMT","pathway_count"
"MIR133A1HG","ENSG00000265142",19.2801948120312,-0.774653857550401,0.209694048687434,-3.69421002836892,0.000220571437606913,0.00579316936703213,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MYO18A","ENSG00000196535",24.9616872839084,0.623552028060583,0.169036609299996,3.68885787902869,0.000225263000461955,0.00589702404646312,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000250602",15.6703407888319,-0.956985654307608,0.259623591370582,-3.68605044424342,0.000227761224625437,0.00595268102595403,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CLPTM1L","ENSG00000049656",33.7318192619008,0.897653386960629,0.243574148135589,3.68533932616256,0.000228398135219653,0.00595958918896958,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TFB1M","ENSG00000029639",24.638234594983,-0.541170046723641,0.146868137889086,-3.68473417380923,0.000228941454121583,0.00596403674051258,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MAP2K2","ENSG00000126934",22.2214554525896,0.533818129523237,0.14503272657125,3.6806736116968,0.000232618611459755,0.0060301167281775,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RORA-AS1","ENSG00000245534",43.5471189978347,-1.02635815567315,0.279047352159037,-3.67807881971302,0.00023499734716047,0.00607234663623863,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GAS2","ENSG00000148935",33.9829372574766,-0.661805606280677,0.17997220759075,-3.67726559083832,0.000235747547608883,0.00608190649032917,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LINC03051","ENSG00000239268",7.73969710129877,1.75597716559304,0.478170306540357,3.67228399918396,0.000240392315529662,0.00619174732189523,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TBC1D30","ENSG00000111490",4.652980086847,0.974954914770911,0.265758127306754,3.66857986489933,0.000243901505884407,0.0062319562086599,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000287149",11.3493136310169,-1.26884456358361,0.346309588812627,-3.66390248659887,0.000248401386420593,0.00632672002515508,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC44A2","ENSG00000129353",23.344956080355,0.636921514171917,0.173907143811139,3.66242294717694,0.000249840914520946,0.00633024748725319,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PPAN","ENSG00000130810",8.45544978965714,0.777994861848194,0.212409838082179,3.66270634577291,0.000249564575500728,0.00633024748725319,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KCNQ3","ENSG00000184156",5.75197478194262,1.1896459755216,0.324850474833822,3.66213402067572,0.00025012293916499,0.00633024748725319,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ITGBL1","ENSG00000198542",93.4153426242978,0.608704268799796,0.166388937959326,3.65832173860378,0.000253872224884465,0.00640486788174609,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000248515",2.8690296561892,-1.53271602953956,0.419304002743855,-3.65538134506163,0.000256799963186157,0.00645835756472104,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FBLIM1","ENSG00000162458",23.4527124933601,0.658690129757205,0.180227490045785,3.6547705879379,0.000257412049514517,0.00646358827627112,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DPY19L2","ENSG00000177990",38.0301384441606,-0.51078953356397,0.139835735062188,-3.65278255473688,0.000259413896310146,0.00650364462614543,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ITPKC","ENSG00000086544",42.2676711340481,0.514021761533249,0.141011708830545,3.64524170224017,0.000267140609630746,0.00667642820475592,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC729732","ENSG00000283674",44.8774764082582,-0.530566072075174,0.145585796315853,-3.64435326454577,0.000268065018528266,0.00668572113201775,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZNF441","ENSG00000197044",10.0038464740878,-0.76849980184359,0.210889852173938,-3.64408146680167,0.000268348419303245,0.00668572113201775,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC101929667","ENSG00000287255",12.2374493003698,-0.840107689970638,0.230586567232293,-3.64335052147384,0.000269111962532336,0.00669068699834398,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SEMA6D","ENSG00000137872",25.3465707451001,-0.746789141432028,0.205867444065685,-3.62752422958996,0.000286151929114771,0.00701770700633275,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TMEM44","ENSG00000145014",18.6829594089079,0.907633124582203,0.250225394014228,3.6272622455361,0.000286442328379188,0.00701770700633275,FALSE,FALSE,FALSE,FALSE,FALSE,0
"HMGA2","ENSG00000149948",12.7019621441504,1.17461573487654,0.323762317445868,3.62801867784669,0.000285604603610054,0.00701770700633275,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TPD52","ENSG00000076554",11.4694883194803,-0.749334383010223,0.206651902874045,-3.62607056885872,0.000287766743996899,0.00703796493919022,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CNN1","ENSG00000130176",6.24728402603759,1.75324899246232,0.483586958190096,3.62550925489005,0.000288392567414739,0.00704250246686831,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CNN2","ENSG00000064666",14.5999431707204,1.57873566338651,0.435904464130894,3.62174694983725,0.000292620286330834,0.00712399007589299,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC101928516","ENSG00000223786",21.7689256400572,-0.767710594181839,0.212091998198836,-3.61970560276447,0.000294938383271132,0.00715863344525304,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NECAB1","ENSG00000123119",10.6250615397753,-1.27677579997568,0.35288787135024,-3.6180778758148,0.000296799098756961,0.00718199937158486,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TFRC","ENSG00000072274",31.1181757868517,0.713156171619341,0.197197910988542,3.61644891695013,0.000298672225520248,0.00721640822839329,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZYX","ENSG00000159840",20.2240362524824,0.71209389886919,0.19694488110267,3.61570148400032,0.000299535393122996,0.00722634783258268,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ATP13A1","ENSG00000105726",6.45054590193268,0.888161339074638,0.246029419581476,3.60998022344442,0.000306220351640918,0.0073654052999947,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ACAP3","ENSG00000131584",31.1316942555421,0.534993087016252,0.148258927031201,3.60850505078633,0.000307966519949268,0.0073851941328164,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RASSF2","ENSG00000101265",9.75947645814728,1.05083274244016,0.291396701356751,3.60619299239647,0.000310722081704915,0.00741017277455888,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000229127",28.7124547701699,-0.537005806310302,0.148899069590018,-3.60650881022229,0.000310344326601411,0.00741017277455888,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KPNA2","ENSG00000182481",8.08702795399239,0.81273963550469,0.225521714351943,3.60381987091651,0.000313574414613433,0.00746372434783015,FALSE,FALSE,FALSE,FALSE,FALSE,0
"THUMPD3-AS1","ENSG00000206573",77.6935155818733,-0.618529624524501,0.171947919528162,-3.59719167421038,0.000321671447580219,0.00759990369873796,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KLHL13","ENSG00000003096",71.7951168480785,-0.66014196358978,0.183591472976585,-3.5957114613595,0.000323506217284272,0.00762073924221197,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NOTCH1","ENSG00000148400",15.3747819211157,0.622827539584573,0.173261328758329,3.59472909533849,0.000324729292885517,0.00763830152897624,FALSE,FALSE,FALSE,FALSE,FALSE,0
"VARS2","ENSG00000137411",9.22695853066589,0.951682020245013,0.26483203617406,3.59353057882893,0.00032622734331147,0.00765696924625904,FALSE,FALSE,FALSE,FALSE,FALSE,0
"OIP5","ENSG00000104147",5.31414572991152,-1.01528062694549,0.282601001759407,-3.59262925688372,0.000327358182403084,0.00766631643856125,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TMEM220","ENSG00000187824",23.6666974800629,-0.531121444309268,0.148039549685453,-3.58769967510553,0.000333608233695976,0.00778987401163087,FALSE,FALSE,FALSE,FALSE,FALSE,0
"COTL1","ENSG00000103187",14.4680231789719,1.05813694446273,0.295229473391957,3.58411689830814,0.00033822059200538,0.00786313716442739,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ENTPD1","ENSG00000138185",12.563446127529,0.79179147081081,0.221088600673971,3.58133105188191,0.000341848165490395,0.00791296875111269,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ARFRP1","ENSG00000101246",14.084357293277,0.764362787337892,0.213464808256202,3.58074379370532,0.000342617490970817,0.00791931613884135,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TTC5","ENSG00000136319",13.8768783195456,-0.56738668852214,0.158595177555182,-3.5775784438636,0.000346792160847739,0.00796974225971206,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LINC01359","ENSG00000226891",8.72733649364092,-1.04313238684055,0.291564637399381,-3.57770543144324,0.000346623769234014,0.00796974225971206,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ERCC1","ENSG00000012061",48.8788790121702,0.5248076662708,0.146939115494062,3.57159946489543,0.000354807749162543,0.00809579165171879,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000253553",26.6037284885603,-0.611140378897764,0.171382543229198,-3.56594299152426,0.000362550183495054,0.00826066977920711,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SMIM41","ENSG00000284791",22.7279220362859,-0.696626724029794,0.195427839811612,-3.56462377469518,0.000364378471886294,0.00827874099122341,FALSE,FALSE,FALSE,FALSE,FALSE,0
"IKZF1","ENSG00000185811",6.15255622293765,1.52199281428864,0.427750971396714,3.55812824765528,0.00037350694745675,0.00845258651815193,FALSE,FALSE,FALSE,FALSE,FALSE,0
"EPHB2","ENSG00000133216",11.0621226046039,0.961558481945119,0.270248578032206,3.5580519570043,0.000373615421590085,0.00845258651815193,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CHD3","ENSG00000170004",55.2469529100241,1.22136426581707,0.343437279297888,3.55629496108864,0.000376121776325776,0.00848528605406317,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TRDN-AS1","ENSG00000235535",72.8139348872485,-0.718098677394529,0.202011677528154,-3.55473844968417,0.000378355260147367,0.0085044079517274,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000267780",9.82033269643515,1.4751261649977,0.415013026511033,3.5544093095075,0.000378829138180737,0.0085044079517274,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZBTB20-AS5","ENSG00000242290",56.3639732471366,-1.29253234434968,0.363663245225791,-3.55420120487341,0.000379129042059274,0.0085044079517274,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PDPN","ENSG00000162493",17.3436035312302,0.853635228430865,0.240315223411496,3.55214795098174,0.000382099948118662,0.00854781632189929,FALSE,FALSE,FALSE,FALSE,FALSE,0
"C5AR1","ENSG00000197405",20.4852069130205,1.13356465779295,0.319225918444802,3.55097939200997,0.00038380046741427,0.00857386658699894,FALSE,FALSE,FALSE,FALSE,FALSE,0
"INTS1","ENSG00000164880",23.7666486290943,0.594601016364565,0.167491734388708,3.55003199730823,0.00038518433134379,0.00859278016714634,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ANO5","ENSG00000171714",24.5910341881655,-0.588596043895063,0.165825117018543,-3.54949873986367,0.000385965312713995,0.00859821055273029,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PUS1","ENSG00000177192",11.4684295710039,0.909759705577179,0.256932942772639,3.5408449214791,0.000398847931524137,0.00882375195674768,FALSE,FALSE,FALSE,FALSE,FALSE,0
"STAB1","ENSG00000010327",39.8647313306858,0.895469403271582,0.253006772932197,3.53931000697581,0.000401174432736307,0.00886296277847685,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLCO5A1","ENSG00000137571",26.14463828346,-0.573382413350295,0.162191112796924,-3.53522707540836,0.0004074248786556,0.00894462006997406,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000286395",18.2034468240275,-0.859042392271812,0.243418944127355,-3.52906958557164,0.000417023460298734,0.009099986695059,FALSE,FALSE,FALSE,FALSE,FALSE,0
"BRPF3","ENSG00000096070",12.7146462035184,0.657565744710614,0.186444570231296,3.52686991042358,0.000420503315388827,0.00913851974136452,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SPACA6","ENSG00000182310",43.8608869939208,0.571883473019239,0.162197013341606,3.52585698859193,0.000422114845139005,0.00916109490908872,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CHID1","ENSG00000177830",12.910852139635,0.598957823513116,0.169954471298114,3.5242251582925,0.00042472317515854,0.00920521299005534,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ATRNL1","ENSG00000107518",5.63639165387383,-1.01891212863469,0.289530419917724,-3.51918851540449,0.00043286900583313,0.00931862684831886,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KCNIP1","ENSG00000182132",26.9713532542501,-0.764689456363486,0.217389811461343,-3.51759565557867,0.000435475366138029,0.00936213505561528,FALSE,FALSE,FALSE,FALSE,FALSE,0
"VASP","ENSG00000125753",11.7949795271032,0.815364607844778,0.231983041031075,3.51475954544262,0.000440152327972817,0.00943731432429652,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000269950",3.76217118607701,-1.47899675950457,0.420770033964812,-3.51497644822362,0.000439792989534203,0.00943731432429652,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000229618",88.6712599514156,-0.502127795679131,0.142937976526368,-3.5129068417063,0.000443232852071229,0.00947795383540014,FALSE,FALSE,FALSE,FALSE,FALSE,0
"APBB1IP","ENSG00000077420",36.9634738843318,0.579786619175269,0.16507088074332,3.51234946202789,0.000444163547856873,0.00948517483040144,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC105375553","ENSG00000230746",4.42566861828185,-1.4730000289782,0.419882535195395,-3.50812407163524,0.000451278531454996,0.00958592312167684,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NCLN","ENSG00000125912",16.9265620810219,0.576922083253071,0.164437535441708,3.50845737077826,0.000450713459825752,0.00958592312167684,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MPV17","ENSG00000115204",19.8030048074492,0.514613970123068,0.146857672968341,3.50416808139134,0.000458036160414883,0.00966736216315376,FALSE,FALSE,FALSE,FALSE,FALSE,0
"UPF1","ENSG00000005007",22.8926347316836,0.527367695213503,0.150624181482133,3.5012153428768,0.000463141446318527,0.00971356701591804,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000272438",3.70836310667775,1.67704050465185,0.478879186478541,3.50201168061624,0.000461759374427264,0.00971356701591804,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ESYT3","ENSG00000158220",1.53656615938981,-1.86200744129479,0.532481100400204,-3.49685170026756,0.000470783468284854,0.0098433746081258,FALSE,FALSE,FALSE,FALSE,FALSE,0
"UGDH","ENSG00000109814",37.0044537722024,0.510916202006665,0.146128007765675,3.49636055276926,0.000471650938627182,0.00984863807224775,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PLXNB1","ENSG00000164050",7.75171221316065,0.914243184767872,0.261630540907721,3.49440543751477,0.000475118888889827,0.00989521696327185,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC105373436","ENSG00000285876",21.498121001339,-1.04145093352312,0.298168238516261,-3.49282988257089,0.000477930873394738,0.00991505099863662,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TMPRSS5","ENSG00000166682",3.54030892791764,-1.42338674987496,0.407512337841173,-3.49286786607604,0.000477862899801981,0.00991505099863662,FALSE,FALSE,FALSE,FALSE,FALSE,0
